Epoch,Accuracy,Validation accuracy,Loss,Validation loss
28,0.9842696785926819,0.9572649598121643,0.06619435548782349,0.1677638590335846
29,0.9900481700897217,0.9544159770011902,0.05020103231072426,0.17906524240970612
30,0.9887640476226807,0.9601139426231384,0.04635164141654968,0.1541789174079895
31,0.9881219863891602,0.9601139426231384,0.051025062799453735,0.1794528365135193
32,0.9836276173591614,0.9572649598121643,0.06765037029981613,0.17442256212234497
33,0.9845907092094421,0.9601139426231384,0.05887507647275925,0.17796340584754944
34,0.9858747720718384,0.9601139426231384,0.05213361606001854,0.17992456257343292
35,0.9884430170059204,0.9629629850387573,0.04893837124109268,0.20580027997493744
36,0.9810593724250793,0.9544159770011902,0.0646447092294693,0.21012859046459198
37,0.9804173111915588,0.9544159770011902,0.07294712960720062,0.23000377416610718
38,0.9881219863891602,0.9601139426231384,0.054122764617204666,0.1690419316291809
39,0.9871588945388794,0.9601139426231384,0.049440331757068634,0.17458996176719666
40,0.9897271394729614,0.9629629850387573,0.047742314636707306,0.17676112055778503
41,0.9890850782394409,0.9629629850387573,0.04161660745739937,0.2048674076795578
42,0.9878009557723999,0.9686609506607056,0.04199396073818207,0.18267741799354553
43,0.9884430170059204,0.9629629850387573,0.041712891310453415,0.1555216908454895
44,0.9894061088562012,0.9601139426231384,0.042772501707077026,0.1877439171075821
45,0.9871588945388794,0.9601139426231384,0.05627050995826721,0.19325067102909088
46,0.9890850782394409,0.9572649598121643,0.041348520666360855,0.16582311689853668
47,0.9935794472694397,0.9515669345855713,0.03028590977191925,0.1925896555185318
48,0.9897271394729614,0.9572649598121643,0.03933342173695564,0.17615261673927307
49,0.9890850782394409,0.9601139426231384,0.046279940754175186,0.18573836982250214
50,0.9887640476226807,0.9601139426231384,0.04710821062326431,0.1707046926021576
51,0.9865168333053589,0.9601139426231384,0.0458483062684536,0.15183337032794952
52,0.9878009557723999,0.9629629850387573,0.04142976924777031,0.16220153868198395
53,0.9842696785926819,0.9629629850387573,0.04970698058605194,0.15090951323509216
54,0.9842696785926819,0.9658119678497314,0.05135383829474449,0.17200785875320435
55,0.9794542789459229,0.9544159770011902,0.07470079511404037,0.20910748839378357
56,0.9678972959518433,0.9572649598121643,0.10798180848360062,0.21013545989990234
57,0.9617977738380432,0.9658119678497314,0.12184228748083115,0.2044447958469391
58,0.971107542514801,0.9572649598121643,0.087552510201931,0.21645431220531464
59,0.9743177890777588,0.9658119678497314,0.07746127247810364,0.18420296907424927
60,0.9817014336585999,0.9658119678497314,0.06254149228334427,0.19030961394309998
61,0.9730337262153625,0.9487179517745972,0.09130827337503433,0.23484306037425995
62,0.9826645255088806,0.9629629850387573,0.05527542158961296,0.18409089744091034
63,0.9849117398262024,0.9658119678497314,0.045412831008434296,0.17434176802635193
64,0.9810593724250793,0.9629629850387573,0.05523858964443207,0.21405990421772003
65,0.9852327704429626,0.9629629850387573,0.04262184724211693,0.20752061903476715
66,0.9858747720718384,0.9658119678497314,0.04845600202679634,0.24265363812446594
67,0.9887640476226807,0.9629629850387573,0.034278471022844315,0.19981814920902252
68,0.9884430170059204,0.9572649598121643,0.03415307030081749,0.2237052321434021
69,0.9839486479759216,0.9601139426231384,0.047514889389276505,0.1797919124364853
70,0.9823434948921204,0.9629629850387573,0.043200213462114334,0.1992054283618927
71,0.9842696785926819,0.9629629850387573,0.0485580749809742,0.20258265733718872
72,0.9749598503112793,0.9487179517745972,0.07014846801757812,0.25764724612236023
73,0.9839486479759216,0.9544159770011902,0.056063245981931686,0.21242347359657288
74,0.9794542789459229,0.9658119678497314,0.06658244878053665,0.2017686367034912
75,0.9842696785926819,0.9572649598121643,0.049172624945640564,0.28741535544395447
76,0.9807383418083191,0.9572649598121643,0.05920777469873428,0.27982863783836365
77,0.9855538010597229,0.9601139426231384,0.04430975392460823,0.22270052134990692
78,0.9868378639221191,0.9629629850387573,0.043183211237192154,0.23470978438854218
79,0.9861958026885986,0.9572649598121643,0.040265150368213654,0.21046289801597595
80,0.9897271394729614,0.9629629850387573,0.029301470145583153,0.21959781646728516
81,0.9890850782394409,0.9572649598121643,0.03040437214076519,0.23353132605552673
82,0.9903692007064819,0.9572649598121643,0.027417035773396492,0.21980220079421997
83,0.9900481700897217,0.9601139426231384,0.027550961822271347,0.25375059247016907
84,0.9884430170059204,0.9544159770011902,0.032673463225364685,0.22677436470985413
85,0.9890850782394409,0.9629629850387573,0.03371947631239891,0.2438882738351822
86,0.9884430170059204,0.9601139426231384,0.03321931138634682,0.23174914717674255
87,0.9903692007064819,0.9629629850387573,0.030061978846788406,0.23646341264247894
88,0.9868378639221191,0.9572649598121643,0.040247268974781036,0.26950302720069885
89,0.9743177890777588,0.9544159770011902,0.078678660094738,0.30248093605041504
90,0.9695023894309998,0.9686609506607056,0.08798146992921829,0.30566948652267456
91,0.96982342004776,0.9515669345855713,0.09864106774330139,0.28474605083465576
92,0.9788122177124023,0.9515669345855713,0.06136585772037506,0.2686152160167694
93,0.974638819694519,0.9544159770011902,0.06797756254673004,0.2403525710105896
94,0.9730337262153625,0.9430199265480042,0.09411996603012085,0.3647792637348175
95,0.9704654812812805,0.9572649598121643,0.09605089575052261,0.32062196731567383
96,0.9762439727783203,0.9601139426231384,0.0718865916132927,0.2792416214942932
97,0.9797753095626831,0.9544159770011902,0.06502848118543625,0.2911752462387085
98,0.9788122177124023,0.9629629850387573,0.06282688677310944,0.21562020480632782
99,0.9868378639221191,0.9629629850387573,0.034887634217739105,0.3225993514060974
